epoch	accuracy	loss	val_accuracy	val_loss
0	0.00800000037997961	4.847357749938965	0.012000000104308128	4.61413049697876
1	0.04399999976158142	4.49178409576416	0.04800000041723251	4.499320983886719
2	0.09733333438634872	4.260826110839844	0.03200000151991844	4.465565204620361
3	0.13466666638851166	4.009555816650391	0.052000001072883606	4.393676280975342
4	0.19333332777023315	3.6728389263153076	0.07999999821186066	4.44370174407959
5	0.25866666436195374	3.3874573707580566	0.07599999755620956	4.392792701721191
6	0.3160000145435333	3.084547519683838	0.07999999821186066	4.4806976318359375
7	0.35199999809265137	2.8231871128082275	0.11999999731779099	4.476490020751953
8	0.4386666715145111	2.5399374961853027	0.10400000214576721	4.515772819519043
9	0.4519999921321869	2.348466157913208	0.13600000739097595	4.492420196533203
10	0.5320000052452087	2.084650993347168	0.13600000739097595	4.592453956604004
11	0.5400000214576721	1.9937587976455688	0.13199999928474426	4.764620780944824
12	0.5839999914169312	1.8064723014831543	0.13600000739097595	4.908907890319824
13	0.6426666378974915	1.606081485748291	0.18000000715255737	4.884945869445801
14	0.6359999775886536	1.5234124660491943	0.164000004529953	4.985929012298584
15	0.6893333196640015	1.3576982021331787	0.15199999511241913	5.138293743133545
16	0.7213333249092102	1.236088514328003	0.164000004529953	5.1998138427734375
17	0.7480000257492065	1.1297385692596436	0.17599999904632568	5.284628391265869
18	0.746666669845581	1.1253873109817505	0.14800000190734863	5.330768585205078
19	0.7746666669845581	0.9942684173583984	0.18799999356269836	5.35478401184082
20	0.7893333435058594	0.9191277027130127	0.15600000321865082	5.446395397186279
21	0.7893333435058594	0.9119577407836914	0.164000004529953	5.4940185546875
22	0.8333333134651184	0.7558516263961792	0.17599999904632568	5.549952507019043
23	0.8386666774749756	0.7085613012313843	0.1679999977350235	5.72219705581665
24	0.8666666746139526	0.662812352180481	0.1720000058412552	5.747068881988525
25	0.8733333349227905	0.640607476234436	0.1720000058412552	5.761183261871338
26	0.8693333268165588	0.6106476783752441	0.20000000298023224	5.7577691078186035
27	0.8786666393280029	0.5757341980934143	0.18400000035762787	6.013807773590088
28	0.8946666717529297	0.5073010325431824	0.1679999977350235	5.901577949523926
29	0.8999999761581421	0.4679029583930969	0.19599999487400055	6.032919883728027
30	0.8946666717529297	0.4806104302406311	0.18000000715255737	6.105884075164795
31	0.9160000085830688	0.4337625205516815	0.18400000035762787	6.17014217376709
32	0.9279999732971191	0.36908671259880066	0.20000000298023224	6.128891944885254
33	0.9399999976158142	0.3621620237827301	0.18400000035762787	6.218433380126953
