epoch	accuracy	accuracy_rank_5	loss	val_accuracy	val_accuracy_rank_5	val_loss
0	0.14933332800865173	0.3400000035762787	3.916543960571289	0.00800000037997961	0.052000001072883606	8.260351181030273
