epoch	accuracy	loss	val_accuracy	val_loss
0	0.009333333000540733	5.505222797393799	0.004000000189989805	4.6856818199157715
1	0.1106666699051857	4.2322845458984375	0.004000000189989805	4.6653828620910645
2	0.2746666669845581	3.2953219413757324	0.004000000189989805	4.658299922943115
3	0.40400001406669617	2.6565730571746826	0.004000000189989805	4.665792942047119
4	0.5839999914169312	2.0928854942321777	0.012000000104308128	4.672168731689453
5	0.6946666836738586	1.6649806499481201	0.00800000037997961	4.686861038208008
6	0.7773333191871643	1.2481080293655396	0.004000000189989805	4.71937894821167
7	0.8600000143051147	0.9375438094139099	0.004000000189989805	4.7401533126831055
8	0.9333333373069763	0.6829516887664795	0.004000000189989805	4.79340124130249
9	0.95333331823349	0.5171074867248535	0.004000000189989805	4.894698143005371
10	0.9706666469573975	0.39009004831314087	0.004000000189989805	4.991596698760986
11	0.984000027179718	0.3149845004081726	0.004000000189989805	5.022464275360107
12	0.9946666955947876	0.22044223546981812	0.012000000104308128	5.042527198791504
13	0.9973333477973938	0.19257166981697083	0.012000000104308128	5.004266738891602
14	0.9919999837875366	0.1610545516014099	0.012000000104308128	4.964852333068848
15	0.9986666440963745	0.1203426793217659	0.01600000075995922	4.96226167678833
16	0.9959999918937683	0.11060754209756851	0.019999999552965164	4.946301460266113
17	0.9986666440963745	0.09278156608343124	0.019999999552965164	4.951206207275391
18	1.0	0.08036540448665619	0.01600000075995922	4.915668964385986
19	0.9959999918937683	0.08477164059877396	0.012000000104308128	4.926437854766846
20	1.0	0.07101494818925858	0.01600000075995922	4.940622329711914
21	0.9986666440963745	0.0501248873770237	0.01600000075995922	4.953659534454346
22	1.0	0.05198024585843086	0.01600000075995922	4.977128028869629
23	1.0	0.050292354077100754	0.02800000086426735	4.950133800506592
24	1.0	0.04895712807774544	0.03999999910593033	4.958068370819092
25	1.0	0.040982697159051895	0.04399999976158142	4.966302394866943
26	0.9986666440963745	0.04022463411092758	0.05999999865889549	4.956337928771973
27	1.0	0.03214111551642418	0.06400000303983688	4.958863735198975
28	1.0	0.03376093879342079	0.06800000369548798	4.92103910446167
29	1.0	0.029083382338285446	0.08799999952316284	4.847584247589111
