epoch	accuracy	accuracy_rank_5	loss	val_accuracy	val_accuracy_rank_5	val_loss
0	0.02800000086426735	0.08533333241939545	5.040909767150879	0.004000000189989805	0.04800000041723251	4.940280914306641
