epoch	accuracy	loss	val_accuracy	val_loss
0	0.02666666731238365	5.5506439208984375	0.00800000037997961	4.977563858032227
1	0.12533333897590637	4.033355712890625	0.012000000104308128	4.696231365203857
2	0.29733332991600037	3.171900987625122	0.012000000104308128	4.654952049255371
3	0.5040000081062317	2.3927836418151855	0.00800000037997961	4.66133975982666
4	0.671999990940094	1.78084135055542	0.012000000104308128	4.725213527679443
5	0.7799999713897705	1.3357640504837036	0.012000000104308128	4.766446590423584
6	0.8586666584014893	1.0049113035202026	0.012000000104308128	4.781513214111328
7	0.909333348274231	0.7315064072608948	0.00800000037997961	4.859719753265381
8	0.9613333344459534	0.5054768323898315	0.012000000104308128	4.91178035736084
9	0.972000002861023	0.3969593644142151	0.012000000104308128	4.969603538513184
10	0.9800000190734863	0.3183823823928833	0.00800000037997961	5.04289436340332
11	0.9906666874885559	0.22623124718666077	0.00800000037997961	5.0659284591674805
12	0.9959999918937683	0.17675051093101501	0.012000000104308128	5.088738918304443
13	0.9959999918937683	0.14394626021385193	0.012000000104308128	5.130456447601318
14	0.9919999837875366	0.1325644701719284	0.012000000104308128	5.151725769042969
15	0.9986666440963745	0.10174476355314255	0.012000000104308128	5.168808937072754
16	0.9986666440963745	0.08258110284805298	0.012000000104308128	5.168633937835693
17	0.9986666440963745	0.08593504875898361	0.012000000104308128	5.176670551300049
18	1.0	0.06737101078033447	0.00800000037997961	5.1833109855651855
19	1.0	0.06083373352885246	0.00800000037997961	5.177822589874268
20	0.9959999918937683	0.06904367357492447	0.00800000037997961	5.1670379638671875
21	1.0	0.04212256148457527	0.00800000037997961	5.130220413208008
22	1.0	0.039301395416259766	0.01600000075995922	5.101022243499756
23	1.0	0.03784923627972603	0.01600000075995922	5.044634819030762
24	1.0	0.03787817806005478	0.024000000208616257	4.9929518699646
25	1.0	0.03320920839905739	0.03200000151991844	4.9123382568359375
26	1.0	0.027706054970622063	0.04399999976158142	4.844039440155029
27	1.0	0.028409818187355995	0.0560000017285347	4.773837566375732
28	1.0	0.02842509001493454	0.07599999755620956	4.7077178955078125
29	1.0	0.020422909408807755	0.1120000034570694	4.655879020690918
30	1.0	0.023118527606129646	0.12399999797344208	4.619426727294922
31	1.0	0.01885172910988331	0.14800000190734863	4.569357395172119
32	1.0	0.02041519433259964	0.1599999964237213	4.483232021331787
33	1.0	0.01751338131725788	0.17599999904632568	4.437706470489502
34	1.0	0.017884016036987305	0.18400000035762787	4.424966812133789
35	1.0	0.015051811002194881	0.20800000429153442	4.395175457000732
36	1.0	0.016315555199980736	0.2199999988079071	4.3534770011901855
37	1.0	0.015108782798051834	0.2240000069141388	4.350128650665283
38	1.0	0.014391593635082245	0.23600000143051147	4.3454389572143555
39	1.0	0.013438768684864044	0.23199999332427979	4.322160720825195
40	1.0	0.013117553666234016	0.20800000429153442	4.363069534301758
41	1.0	0.011406570672988892	0.20800000429153442	4.388941287994385
42	1.0	0.011204934678971767	0.20399999618530273	4.423038482666016
43	1.0	0.010420792736113071	0.20800000429153442	4.448894500732422
44	1.0	0.010618675500154495	0.20399999618530273	4.455929279327393
45	1.0	0.009938549250364304	0.21199999749660492	4.450118064880371
46	1.0	0.009698271751403809	0.2160000056028366	4.4479827880859375
47	1.0	0.009944303892552853	0.20000000298023224	4.441722869873047
48	1.0	0.009619554504752159	0.19599999487400055	4.445589542388916
49	1.0	0.00860530510544777	0.20000000298023224	4.469206809997559
50	1.0	0.009323416277766228	0.19599999487400055	4.505043983459473
51	1.0	0.006177025381475687	0.20000000298023224	4.506706714630127
52	1.0	0.007750784046947956	0.20000000298023224	4.507796764373779
53	1.0	0.007463562767952681	0.20800000429153442	4.510518550872803
54	1.0	0.008324561640620232	0.20399999618530273	4.490020275115967
55	1.0	0.008079465478658676	0.19200000166893005	4.484981060028076
56	1.0	0.006877278443425894	0.19599999487400055	4.44965934753418
57	1.0	0.006348339840769768	0.20399999618530273	4.4422607421875
58	1.0	0.0063978079706430435	0.21199999749660492	4.447447299957275
59	1.0	0.0050136675126850605	0.2160000056028366	4.455028057098389
60	1.0	0.005878157448023558	0.2160000056028366	4.472672462463379
61	1.0	0.00605768570676446	0.20000000298023224	4.469731330871582
62	1.0	0.005283137783408165	0.20399999618530273	4.462111949920654
63	1.0	0.006969006732106209	0.20399999618530273	4.447471618652344
64	1.0	0.005342891905456781	0.19599999487400055	4.454523086547852
65	1.0	0.005961175076663494	0.19599999487400055	4.453064441680908
66	1.0	0.004691957961767912	0.20000000298023224	4.460728645324707
67	1.0	0.004473444540053606	0.19599999487400055	4.457169055938721
68	1.0	0.0040278653614223	0.2160000056028366	4.446267604827881
69	1.0	0.0047505320981144905	0.21199999749660492	4.458537578582764
70	1.0	0.004951932933181524	0.21199999749660492	4.450262069702148
71	1.0	0.00402982160449028	0.20399999618530273	4.451515197753906
72	1.0	0.004942822270095348	0.20399999618530273	4.443597793579102
73	1.0	0.003890439635142684	0.20800000429153442	4.4343791007995605
74	1.0	0.004129518289119005	0.20399999618530273	4.462597370147705
75	1.0	0.0036267293617129326	0.20000000298023224	4.4749040603637695
76	1.0	0.003170348471030593	0.19599999487400055	4.47099494934082
77	1.0	0.003239804646000266	0.20399999618530273	4.470404624938965
78	1.0	0.0031116767786443233	0.19599999487400055	4.469714641571045
79	1.0	0.00440828176215291	0.20399999618530273	4.511223793029785
80	1.0	0.003975613974034786	0.19599999487400055	4.485044479370117
81	1.0	0.004107704386115074	0.20800000429153442	4.498403549194336
82	1.0	0.0033150753006339073	0.20000000298023224	4.504096984863281
83	1.0	0.002974230796098709	0.21199999749660492	4.504874229431152
84	1.0	0.0028656567446887493	0.21199999749660492	4.4979567527771
85	1.0	0.0026204739697277546	0.20399999618530273	4.496098518371582
86	1.0	0.002749732928350568	0.20800000429153442	4.492794990539551
87	1.0	0.002800482325255871	0.20800000429153442	4.5005669593811035
88	1.0	0.0022169165313243866	0.20399999618530273	4.496122360229492
89	1.0	0.002134575741365552	0.2160000056028366	4.494826793670654
90	1.0	0.002352277049794793	0.2160000056028366	4.4878692626953125
91	1.0	0.0025700002443045378	0.21199999749660492	4.48790168762207
92	1.0	0.0017711080145090818	0.2160000056028366	4.476675033569336
93	1.0	0.0022881408222019672	0.2160000056028366	4.469437122344971
94	1.0	0.0019631092436611652	0.21199999749660492	4.473879814147949
95	1.0	0.003467877395451069	0.2160000056028366	4.455092430114746
96	1.0	0.002136147115379572	0.21199999749660492	4.457233905792236
97	1.0	0.0027182535268366337	0.2240000069141388	4.442105770111084
98	1.0	0.002257809741422534	0.2240000069141388	4.444995880126953
99	1.0	0.002052886877208948	0.2199999988079071	4.447028160095215
